Timestamp,Label,Sample,Control,Status,Accepted,Consecutive,SpanMs
1788814407775307198,POST_DISABLE,1,0,1268,True,1,0.0
1788814407875441113,POST_DISABLE,2,0,1268,True,2,100.133
1788814407975881796,POST_DISABLE,3,0,1268,True,3,200.575
1788814408076273318,POST_DISABLE,4,0,1268,True,4,300.966
1788814408176712738,POST_DISABLE,5,0,1268,True,5,401.405
