IMAGE_ROLE,CLOCK_NAME,SOURCE_PINS,PERIOD_NS,REGISTER_CELL_COUNT,REPRESENTATIVE_SINKS,TOP_HIERARCHY_COUNTS,REF_NAME_COUNTS
"FORMAL_PHASE2_FAIL_CONTROL","clk_125mhz","XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_clock_int.pipe_clock_i/mmcm_i/CLKOUT0","8.000","431","XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/FSM_onehot_reg_state_eios_det_reg[0];XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/FSM_onehot_reg_state_eios_det_reg[1];XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/FSM_onehot_reg_state_eios_det_reg[2];XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/FSM_onehot_reg_state_eios_det_reg[3];XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/FSM_onehot_reg_state_eios_det_reg[4]","XDMA=431","FDCE=9;FDRE=392;FDSE=21;GTPE2_CHANNEL=1;GTPE2_COMMON=1;PCIE_2_1=1;SRL16E=6"
"FORMAL_PHASE2_FAIL_CONTROL","clk_250mhz","XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_clock_int.pipe_clock_i/mmcm_i/CLKOUT1","4.000","0","","",""
"FORMAL_PHASE2_FAIL_CONTROL","idelay_mmcm_feedback_unbuf","NVP_PHYSICAL_FRONTEND/u_idelay_refclk_mmcm/CLKFBOUT","6.734","0","","",""
"FORMAL_PHASE2_FAIL_CONTROL","idelay_refclk_unbuf","NVP_PHYSICAL_FRONTEND/u_idelay_refclk_mmcm/CLKOUT0","5.050","5","NVP_PHYSICAL_FRONTEND/idelayctrl_reset_count_reg[0];NVP_PHYSICAL_FRONTEND/idelayctrl_reset_count_reg[1];NVP_PHYSICAL_FRONTEND/idelayctrl_reset_count_reg[2];NVP_PHYSICAL_FRONTEND/idelayctrl_reset_count_reg[3];NVP_PHYSICAL_FRONTEND/idelayctrl_reset_count_reg[4]_inv","NVP_PHYSICAL_FRONTEND=5","FDCE=4;FDPE=1"
"FORMAL_PHASE2_FAIL_CONTROL","mmcm_fb","XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_clock_int.pipe_clock_i/mmcm_i/CLKFBOUT","10.000","0","","",""
