baseline,captured_utc_ns,original_bank_host_visible,original_bank_classification,route,bgcolor_78,bgcolor_79,i2c_transaction_count,i2c_nack_count,i2c_timeout_count,first_i2c_error,last_i2c_error,restore_status,i2c_recovery_count,diag_status,diag_state,diag_error,diag_capabilities,captured_monotonic_ns,route_hex,bgcolor_78_hex,bgcolor_79_hex
A,1789112855136785777,False,FIRMWARE_PRIVATE_OPERATIONAL_CONTEXT,0,136,136,26,0,0,0,0,1,0,162,0,0,3071,27288365682949,0x00,0x88,0x88
