TimestampNs,Phase,ExpectedSession,Attempt,Retry,Valid0,Generation0,Session0,Word0Session,Generation1,Session1,Valid1,FirmwareCurrentSession,MetadataUpperBitsZero,Result,FailureReasons
1789112855861254351,PRE_CAPTURE,1,1,0,1,1,1,1,1,1,1,1,True,PASS,
1789112857045472833,POST_CAPTURE,1,1,0,1,1,1,1,1,1,1,1,True,PASS,
