"SessionID","Round","Channel","Window","DurationMs","VCLKDelta","VCLKRate","SAVDelta","SAVRate","VCLKPerSAV","SourceReady","SourceLocked","Qualified"
"1","1","1","PRE_RESET","250","37190147","148441141,4775054","7044","28115,495229624878","5279,691510505395","True","True","True"
"1","1","1","POST_RESET_SHORT","250","37205305","148463680,85603723","7047","28120,279056776828","5279,594863062296","True","True","True"
