"SessionID","Round","Channel","Classification","DominantUYVY","DominantFraction","ExactBlackFraction","UniqueUYVYWords","UniqueYValues","UniqueUValues","UniqueVValues","YMin","YMax","YMean","YStdDev","UMean","UVariance","VMean","VVariance","MeanR","MeanG","MeanB","UniqueScanlineHashes","LongestIdenticalScanlineRun","HorizontalEdgeEnergy","VerticalEdgeEnergy","RowMeanVariance","ColumnMeanVariance"
"1","1","1","UNIFORM_BGDCOL_RED","6441D441","1","0","1","1","1","1","65","65","65","0","100","0","212","0","191","0","1","1","1080","0","0","0","0"
