"SessionID","Round","Channel","ResetAttempted","ResetResult","EpochBefore","EpochAfter","EpochDelta","PreResetQualified","PostResetQualified","AvailabilityClassification"
"1","1","1","YES","PASS","8","9","1","True","True","BT656_READY_PRE_RESET_AND_POST_RESET"
