"TimestampNs","SessionID","HostCaptureResult","ResponsePurpose","FirmwareResponseRaw","Accepted","Result"
"1789112857066463289","1","FAIL","CAPTURE_FAILURE_SAFE_RESTORE","0x0001000A","True","FAIL"
