ab_index,block_index,replica,mode_planned,mode_effective,block_id,scan_attempt_id,generation_before,generation_after,complete,first_entry_read_opportunities,regaddr_nack_events,other_recovered_causes,retried_entries,bank_restore,entry_count,group_count,transaction_count,fpga_ticks,fpga_duration_ms,host_start_ns,host_collected_ns,raw_sha256,legacy_raw_sha256,telemetry_raw_sha256,w3a_status,rejected_write_count
55,4,I,A,A,3271557380,56,55,56,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717507755712421,1789717507931337601,774D175B8B1ADD01C17803652A7743F81BEB8AEE266E496FF35DB9C323C7B766,AF2F47BC32819D0E4EC0ACE3A60ECF0CA726FEE7F6F1DBF7F36A7132EFBE3E2F,874FBA26413D1D6C1E53B97E0B683FB881B1D32E06957E49B0881690A0876FB4,8,0
56,4,I,A,A,3271557380,57,56,57,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717507939116854,1789717508115405739,140B7048BD421B7E0B337D496D068E3F78062A83470584432688AEA4AEAD99B3,3F2E97402A16E36296A14995FED94A9D2B81BC32D8EC437C51E022B154146C1D,5146403E3682DB0074F09129E693E7305EE6FA8B233508E118BDB86B5290A0A0,8,0
57,4,I,A,A,3271557380,58,57,58,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717508122874219,1789717508299035518,85BC28D87E0BB156CC321BB60C8DC7D0A1E76E4EC3EAB412E61195025A40252B,8972E22A42AD0BDE8A3EE2211D5602864D93A11D711D6DA1C4F116DF81BEDB7D,5DB4FDBB37B66AD7CA7A56318B84C00132ADF9C17E8F3276A1AC3A1C6B65E92E,8,0
58,4,I,A,A,3271557380,59,58,59,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717508306568788,1789717508482629020,0962E5CC7EACADBC6768F969E7C19B96EA7BE42F316135B0D9711003F3BDB90F,1AA038BDDCE314FC6F3FFC63BE03DA59B972C01E2325208620C0A0061B0FF5CA,372511F3A3A036BBF9CC0826B8DB528674F36C25A6DFBEA2E1A656F086BC7A67,8,0
59,4,I,A,A,3271557380,60,59,60,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717508490051064,1789717508666239413,998060273B61542B0C11EA666A99BF75F5EC787FE39EF09CC92FF2DB7FED04ED,CF4DD7FA1B4EF5903CAF254D7CC6C6692C26D7FD1794BBDDAE800DF693C20EBA,9BE01E3BFEEF74F24B57CFFC14A55665D90C663489106A048F593D7F5C726C9E,8,0
60,4,I,A,A,3271557380,61,60,61,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717508673727078,1789717508849030084,73F0CA1B496B8E30CF8C7BCC86603DF944099868A6E71B216A4F55E0DD922EA0,6807DB7C3188A52FCBE8763EB389BB8506C1EB80BA55DEBD14A214DFEB21DF20,DD7A717E86785E3C85E02F585DC342340B4A00D2ADED5D411EF6AF63DA229DCE,8,0
61,4,I,A,A,3271557380,62,61,62,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717508856745359,1789717509032260627,7860D7969F62833EADE6B701EA58E3FEE1489C9782CCBCA312AD9E8EF7038851,7715BB1E857617B3C6E1C898A96160816C9ED127A5F5C609789DCC558CEB0AC1,732D6D16BDC06F177009C321375370E0B411826502418E17089CAE2E5B5973FD,8,0
62,4,I,A,A,3271557380,63,62,63,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717509039756688,1789717509214632537,416E518022D46425BE73DA17142F8C48FECF3C63597A91F9E1045031F2234C2C,456265D3794112F2CEEA7788EDBD3A1A26B249D2EADC95835674E87D2374D7CF,9D4D1980DF8FE9AE585D8A4FE6BDC9955C20D0DC693A3D32CAE4D15D6C98DB5D,8,0
63,4,I,A,A,3271557380,64,63,64,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717509222060031,1789717509398270510,909A46C20EF4678342E72A9D6B637C007BF5E8FF9C621149ADC547EE9F0DB6F4,D6FFCB4043E44F63072EDB760B9B278CEDE7955428992FE91192AD0F43DC4965,C9BAB14359C434A6CFD403D1ED05A523DB930FB86E5E74F077F340F9D5F64099,8,0
64,4,I,A,A,3271557380,65,64,65,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717509405651929,1789717509581867900,C322AB70C269F088F62EA8A298CB68810BE5E997A938BE79C92A33E072B559FB,6CD5F66527960002B735CA625C90C573A057B0D11A5CD718A101377B7CE192B6,46F8C0DCD75B9B265015A4E4ACB74A9E8128FCA686C3EC92B7B4342D771E00A8,8,0
65,5,I,B,B,3271557381,66,65,66,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717510690920697,1789717510869572738,795FD52099C879758228357140D8E477706E9E057A5ED10A9EF5E79CCD0A37CF,A30C57F6CD2BBE3FA06D13E998C5F159144C09DF1C15C19622B54559D47B5DC2,B494B87B01DBC645BC9EE2F8A678863D173C2946D0548352CF84A8D061BDD10D,28,0
66,5,I,B,B,3271557381,67,66,67,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717510880957880,1789717511059028157,92B4937C29FB7157FFB8BBF079541CE018C9F12FED1F5AC7A59E8ABD1D222832,79B34B6907F4F66DB4DDB5C548665663C94432FEDB1C510BE27A34947616F51E,3DE6797A440FD75192D599B46846A32CBC0AB23E3E62EB4FCF7C0E7341550FD6,28,0
67,5,I,B,B,3271557381,68,67,68,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717511066561767,1789717511245010575,787DD67D837C9E495FFB4CD1B76B330872242F9744308108F0494670CCC0E81A,C65F23B42A6F5A5D4D00696D8D6F0BEDE188E31B19F00F6ED7D9F763AB8BC978,F86E7D46533B031DD496C2B95C6886D2EAB4B3C477387D18DD1D433AD6BA3B7A,28,0
68,5,I,B,B,3271557381,69,68,69,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717511252545267,1789717511431011535,EF74665CF272ADEF9B4BFFAE3A371156D463D662281807515120D35E3DF69E55,53E1AD6704C81706FF450AD45B3EA926C4CB4EDBE3A76B1EA8112B3BEF663CC2,EA2CFDE6D7F1041C375874D63AEA477D570E5A95BE10806812C9C3E084AC3B0F,28,0
69,5,I,B,B,3271557381,70,69,70,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717511438437597,1789717511617037963,81643077C7700EB54D7978E0AFA0EE52D6D8E0DE1AA10FA29ED453E47FF48B7F,369A0937F24630C012F8E0D76486E96F30C29004C45DED9A5E30B9BBB85D61CD,12E27A4B5C3541139C7A2A9E0C6BA3FCE959200F9443403EEF5FBD7E6BA131C3,28,0
70,5,I,B,B,3271557381,71,70,71,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717511624517584,1789717511803067398,1355105EB8903DA2273A79F4FABCC2B1EB039E7C9E5A9A3657E338A64D17656B,C09611B50CF982716D1C4A9CCE2086224B54C277F93903CF42C823F7CDE7C5E1,9A51BB4ED8B49BAE87C5646172FB385067259FDB7FB953FB7C29975852022244,28,0
71,5,I,B,B,3271557381,72,71,72,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717511810864794,1789717511989032873,E5A9A401A950BB71269E941ADDD20279EC21A1A6326B2609FC4A4900E32B0A54,5F8CBBA943B33B26790DAEB877DEAEBC6F27C4C77C5CE1B98F1092B27B0ABA4D,8AFFC5CCBA6B4E6C8A3D324B0948D796E80EEC9E66C8B9B4A147B81613FFDF88,28,0
72,5,I,B,B,3271557381,73,72,73,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717511996737859,1789717512175047270,4E58C5F7CFA27B4B34B972F4D85596C7989E48E2AE74E9EBA28ED7B16FCCE4D7,F696B7A9D035AD5CBEABD51AE7942DD430B9DAF79EB2723C5C9CF2DC5B1D2BAB,DFEFE8E4E7AA09FF85CE341D210BC5E4DBB885B99B442417F6F7FFA7C3C2D988,28,0
73,5,I,B,B,3271557381,74,73,74,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717512182302516,1789717512359853056,591EED0D6C2DD82AE59B976971D750292BE11F46C620B329A2FDF6B038771996,7212B43DC049185CF9EDD17AC7415B703FC563365E6A0CE353ACAA035FDB73DF,9E035D2B3EDCB0A9ED366E86C9D28B0F846C20D089A38480322A841EF23C1CC2,28,0
74,5,I,B,B,3271557381,75,74,75,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717512367336113,1789717512545842668,E6358E07DC634313930844C48305EB3C6E34CD34D00C6241BE8B50C7B802ACEA,0A1924FFBBDCCF3EB15C0A8702BA5E90FDC7B3EAE1488E354CF103E2B8639856,768643C537AAC447C5D9ECD0DA0C8E349A46597F3FF530ED04835C3F6214E276,28,0
75,5,I,B,B,3271557381,76,75,76,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717512553372621,1789717512731828841,345362B609CF62FB8F047A35812D2E6D4E321EAE8A5C0A4409A10006794D4906,9F0D416E0D31C46974F7CDDFADBF2063005A572BCF43F481CECB10785B8D6C9F,8CB918B6F7C022984FAD05EE89FBB7A277A1433FE20D74061D8A62BB55ED83A3,28,0
76,5,I,B,B,3271557381,77,76,77,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717512739370246,1789717512919050984,B4C84BF858DB72AA0FC884B361D52D08C95149D298C0E4ABF35624C806ED099B,6C6209E69C5E15C09A191BDA3639E6C50595C636AC17C62561DBA09A3C592D09,46DF4D167B7BB7B8753A541BD20D29ED4768CA9B33E4D60791249C48B828A125,28,0
77,5,I,B,B,3271557381,78,77,78,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717512926588602,1789717513105046467,617EB7058B092EB8073B33BAAA37873DE84A041EB8634E5F000FAA734EC8C5D1,1E517178F864C772674CF2D9BA52FB5559C55552ACFE2D0A990DFAFBAAE7D895,6DD08AC3204C354C0445342FD18F62F0F264287C3D1E55C6BEF1B73A4DEA1A60,28,0
78,5,I,B,B,3271557381,79,78,79,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717513112229771,1789717513291057126,DA40C1A62818A9B9818B8DE6608E8E9519E25FB3CAF87592C74F2F343D9B47F1,A72BEAF5BAEF1A4942E3CCCCCD13D53EA07B8AB3ECAA660A86E7153403EB9EEB,975AC45456C5CA358A3664B474F9B77225FA36A2D28C6B03B01816DA60D94E7D,28,0
79,5,I,B,B,3271557381,80,79,80,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717513298822433,1789717513477057045,0D807CBDACEC270D33D36AAB338E564B88F1A50DBA8631E509147CB788155CE6,0C5F65CB57AC4F422B0B4A5BAAF65B691281B3688024C433000927CB99C782BB,3B5A9C50AFEAE2A432AE283AB3F530996BF8E976B57435041A637032D02338AF,28,0
80,5,I,B,B,3271557381,81,80,81,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717513484754698,1789717513663039381,B24A86E0C37654E812206DEC3355CE24EE0D8B703961B34BCD0BC09C63998C17,F3459BC03CF27EC740E0DBEC68D7DD7488F8CDA0B94634A1BBE9052141BDB6FD,558BB79C1FB9A47839B82909E34B4D7641DA9ABF05C27195AB0B6705CC7AF246,28,0
81,6,I,A,A,3271557382,82,81,82,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717514769166624,1789717514944745429,CDBCFAAC0ED545E400C99163AA648DB2F5AFCA903A354173D8AD042CAF60D482,971E445C313F30C6C2F9DEA73FF7FC70521B67306D5174B35B4CFF1E7B405464,788FB9B6C1594A1BEA2481AFBE919A0E47B216E85AC284F4EE7FAA7C38E946B6,8,0
82,6,I,A,A,3271557382,83,82,83,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717514956143644,1789717515131881413,BA2DFADF56F0BBEC563D5EEE8D0E97322F5EA816740F2A4658ACEC66D6892563,CA4D06298A7D801EAD870A53EBCD59FA38369137CEF75902C1D80550E13B62F0,EA43F5A9E3A4C67716D5556470860C07C452B96DDC41492B19CEA8DF8C8114C6,8,0
83,6,I,A,A,3271557382,84,83,84,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717515139654284,1789717515315427236,DB07531123CDDBDB3E6AAC76B896A1B29C4ADD2BDD1BB09D8712B7A52D3062E5,386E3CFD985E4A25BF62E5FD92FE77E443415A13B346B83B29E72F7371A8A9F0,A381EB8599A39237870E8CB57425F0B03EB5CE4F42DB8027311A795AC3F0274C,8,0
84,6,I,A,A,3271557382,85,84,85,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717515323062494,1789717515498230910,82226B4186F605B7A0086E41862B134BA616FDC17FB51497D913F06545B94000,A27697A6698B5A9200A535E044F76119E94D8994731CCFC3BEE0EC6D3BA60F9D,370E1D7C475B892283C92BC72031AA53D879BEAE98E2F9BE9C0C059E58CC3F17,8,0
85,6,I,A,A,3271557382,86,85,86,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717515505758770,1789717515681386315,5CF6793FCEA4D6124EEE619023761B231B6D4A82EDDA3727C0479510BCBC5FF2,1A0E7EDED6F6739FA5E260DE8AC5962B3C4D112AE74C9688650D85152A484387,D681C4794768462A37C87D529198083900B90DF18A6E5335505B8833EE8883D4,8,0
86,6,I,A,A,3271557382,87,86,87,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717515689002718,1789717515865492793,E0B74544999876FDC4A8BC6C62D75E290E162F898E0A97A4BB001EDABE49C10E,0F9B685B10669F3D901AD1788B9C3CC4233A18A0109AF7FF70D42415EBFCC742,1DEEE9D2A0AC4BB63A5BD1E8611CBB0F0F00E431E858DA818FA775CEA12DC1D5,8,0
87,6,I,A,A,3271557382,88,87,88,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717515872960973,1789717516048582665,9A89BBA155A882669C5EF68114B294DD911B342A00760CBDDEC8292280D59BC2,457309BA4AA513AE5481561C9C7DD0E4F57F55C7E071D9A971DCDFFAB495129D,8FD1213B59B992185E456BC6D4CC19672925B101BB15711B934A7C21B3B0A8BA,8,0
88,6,I,A,A,3271557382,89,88,89,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717516056032541,1789717516232160477,75EB6C122A1D1C128FAB20E4284E6A2536468B5415178B7CE6C4174822E20786,1959DE564354B3817220531A582960A598A6FE121F8AF317368C142F20D001C4,C81405FB06EA875DE720082FA8CEDA1E50CC0C74143FE53C08DE324FA67C0CF0,8,0
89,6,I,A,A,3271557382,90,89,90,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717516239783422,1789717516415874893,5B378C8CCD101C88C517D676B305AA2A04EC1D5C2CBB035518ABC3FA446B79A9,622530B5AB0195B42D0365F4B210C63340CB10331CFA151BDA6ED775D45D9E12,44B0A3C481CDC5A5C4822BD08665C0F068B71B23A33AC725080D9C3C2A7B3227,8,0
90,6,I,A,A,3271557382,91,90,91,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717516423291979,1789717516599386504,0BBD0344D51875B1F8A3E897930A1A5C9F1E34213E7D85C3C0A15BB06897AA55,3680373DEF2ACBD0BB4F0605326461AD090C89D84749798C8A23E4502764A0F6,C255D07E2B40CEB01A0443E09C43676F952E958437B81E2F22B5130FACD399B2,8,0
91,6,I,A,A,3271557382,92,91,92,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717516606902081,1789717516782968394,8712EB45790F756048A8919F0CF9A87DE66BB1CDBB778FD7BA685B10E39FD315,291291BACE3FAC39E80175614190329B4B371F341C4E4BE6AD417B27010CBD4F,0B9F2AB52CD0B4E76026F534E8CD6EDFBDE7BFB692C5272D1B3698D61997ECB3,8,0
92,6,I,A,A,3271557382,93,92,93,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717516790739181,1789717516965331778,7D423F2793746CF7AC73214975353FDF057C33A8996A755B02F68A5D26ACEF79,F30E59653C01C74A7671DCCB98244860B4D808FBA4EC94E7C94CA853055E1448,E41F950E9411FB1A60336C8989EF8D34FFFC1A5E130127247FB2CA2724F9DF4B,8,0
93,6,I,A,A,3271557382,94,93,94,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717516973112123,1789717517148950026,6B1E887B7E111A7633DE17C721C92CC372DECC715545351B092BE7B599F67026,F57F2861479EFAA9CA17355F5355049FFCEF231D1E7870650C5A5440AEAA0C4A,5074A754052FA6102E4F1334D3354B3E5EE41496D24BBD87ECD396CAE4666366,8,0
94,6,I,A,A,3271557382,95,94,95,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717517156628483,1789717517332543267,4AD22A7332431C1B771E8D8F482EA0DE71FA1203D96793AA5761C80CD143C045,0A762D521E50C5A7383D9CF4CC055C3044BAE2E1BE06F20CBD035A850842F59B,ECD6C2E555CBFAD6B7C072B6ED38FE0436B41368BEC5D8E0D68A1387FF67B7C1,8,0
95,6,I,A,A,3271557382,96,95,96,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717517340070406,1789717517516302405,2089D426A5C30DE58D20E8FB349BC41E9A9F1435B1F892C097288DDA4EEDA199,448FA8609464B4E1E980207EFCA540DDAD979CC159A5B59ED2DB0B4972D41435,E61C8A012CD326F9BF1F2C56F2FA35B8A127FC6B145E892FFE007DCCB32A0384,8,0
96,6,I,A,A,3271557382,97,96,97,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717517525050364,1789717517699867616,C1B239097FB5133CE99D21BB5A0E224FBCBE1E48C59F04A8D19AE5E4C5A13738,F7D0AC6088E7569250F58CC048581DA5B18DB35669435A2D56C00ABC83B24D0C,F6671EBD16B1C2062E033B967D481DBCBF552D761172ECFB670291FD36AF4B36,8,0
97,7,I,A,A,3271557383,98,97,98,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717519143187781,1789717519318978938,DCFABC1F2B8A6BE2901BD6866C98C57A616BFD953DC51ADBB1A9514A25689B84,3BA588413FDE073C458D27C62785A61815DDFF85462F33336B34C2DDAC03A40E,1EC7C77EAF84AE5513522B8D3A61A367592EFC67BCA457C8E2BED44E7190E105,8,0
98,7,I,A,A,3271557383,99,98,99,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717519326168514,1789717519502369416,50CB67D5457EE6A2F63C710F475177F2D0029F9F2C5BF26F56EA189A187B4046,AC3D883E32EEF3EC8C9E2BABE969038E5B31876578A2EF47FC0FFA990B810348,0C6A5ACC73984A80FF413AF237A0A98E23F07F981A275BB66DA234C32F573EE5,8,0
99,7,I,A,A,3271557383,100,99,100,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717519510134183,1789717519685997643,A89923B2AC2182FC979014DB8E86B1BBC27EED120DAE98F905EC6E9CC9083F53,6800289D6847F5AE81C0791298F5813234C5A740070C4DE328CED91773C28E62,22E2370EF719E61A8AD25E237EADC101CAFB41A5FF6D5BD182EBC5A994558F07,8,0
100,7,I,A,A,3271557383,101,100,101,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717519693231099,1789717519868442527,344AFA31F315169F1C418FDFBEF94B00BDBEC7C21BBA28CB2A5687C9CC69F7B9,E82A658336F311275EE0322919FCB853948969C551B2C03D645650BB768E83CB,5A10E788088CA58DB4A8DEADF7ECD72C3743F6AD71FB480F9FED9A7D0ED48D37,8,0
101,7,I,A,A,3271557383,102,101,102,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717519876168432,1789717520052021774,2D651E9D9471B5771AA1989B17D08244DE01AB1B68F52435CDF4D9EC2FD329F6,469B1EB8631238E801D781DF36F35E303079FC6357FE8B837E62DED8C7EAFCFA,C7B1B61202B5FB944174A608AAD273349CCBA29BA83A973B61950A77614DDDEE,8,0
102,7,I,A,A,3271557383,103,102,103,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717520059545075,1789717520235638510,0FC4E9CB3A60C20F814F421550CC88CA9BFF4816BA3333AEE10DB3D383B66977,B3C6622418FDE7DCEF5E5FD4FF1EB7F91D9CF94114F6EED3233EB2ED185ABEC0,C7DAE12EE5509D10041E0660849930101D926C9EBDD35222926B0F8815F9E827,8,0
103,7,I,A,A,3271557383,104,103,104,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717520243191526,1789717520419190036,71C8AE537E5F40EDFF0D9E6C231D36D27309615D98A07E368335716117DFA805,4ECB83A16F796F96277C9ED901566F409610DA285FCD4416E49C45A41B98F4FC,FF4FA4DA0E856D7EC954B027FF75AA098A029A29F4022A94CF6D04D89224C5CD,8,0
104,7,I,A,A,3271557383,105,104,105,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717520426808863,1789717520602483145,C86AD6E564A5F934AE9D03F6F689A668BA08690FBB42EDD60392479847258F5C,6D86A3A0165962731BC0D7FD4874DAC62022075149FD13BC40BA33C4FA3BF23E,E536DC7B0186001290A2F6FF7774541D0212E635DF2FA648713075ACA024C3B8,8,0
105,7,I,A,A,3271557383,106,105,106,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717520609801479,1789717520786139153,E2116AAC04F9629239C3D7FCA738D4691ECB7DF07B3B336430F4F7B368408F37,9FF913B8C5723478A8ECE87615086AD7FBE07C488E83ABC715875443EBA3E10E,52A02EAE1C82726BA913A59CDD1BD3F995171C5FBF7F133055C44E9A062A088A,8,0
106,7,I,A,A,3271557383,107,106,107,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717520793770513,1789717520970005900,D8AEAB2CC3B36F46911CD48DB59F37717E3C8290478F010080A7EB8DA34C15B7,55A9D87267D6FDB789B8AACDE270504B727648FC5C3705EF3C304DF9FD7D5EE2,AEF09A88B1ED3303A9A665256113D6835B4A0F7D6CC492B91E66D2ED057BB043,8,0
107,7,I,A,A,3271557383,108,107,108,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717520977551703,1789717521153467309,65B174B20A1A91996CE18965CEAA93BE6F6902241A5ABA60CEED39C4708314AC,E98772FE7DDA2AEACADAE8A29657270C9F47BE72E1DC0FAE6C624E90C8F3823B,819EC1D75862B22C2C49E75B2B80D6C78C8D6F68C7BCEF60C449FD5956AE47C1,8,0
108,7,I,A,A,3271557383,109,108,109,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717521160859158,1789717521336038406,2CAB8C056CA08E37D6C25C09DF158F08BE85C683B82447396CC8415241BD80C7,F51C2EF123F4DB355F2D4180864DC5BD0C7164575B5DD2A3797782B80217A20D,F0F21E28D3FA9A9251B5373C157EC2D55608123D3B02EC50555ED41B27A0EF53,8,0
109,7,I,A,A,3271557383,110,109,110,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717521343732983,1789717521519629013,B025A246C63ECEA18359148DE7E1141904473180F1A234505DBF225A41EA9E95,C639AE3D7E5F9444488931828A9B1F1F0288D708BE114A0D3B74D7F7AF0B0D24,86C42547F094C6F3FE0E8C7C0A06CCE689A2EA96B5FB74D192BA2FD470D5EB1D,8,0
110,7,I,A,A,3271557383,111,110,111,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717521527087465,1789717521703212486,D41D515063BC1E58F0E8CB01925737EE31B2EF64774D89E14DBF9D3E1AFCE829,015E3DF8487A78E6319B9E27EEF583306D84070EDF128F6D739293C08C25E53C,661D06E70C93BD2DEE06D0A6BF1547FE9EBE0E6DDCAF76DA8B9DD5DDDD2D5EFF,8,0
111,7,I,A,A,3271557383,112,111,112,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717521710938581,1789717521885473341,C3A08C0E41E67898A31AA95F70253F2A23AD0DD2759391554278A4929323EFA3,FEE204325192D56BB86DA2C2E947919F299CE8D128220CEE2E070EFAA3875498,213081D7CF2C8BED836624AE260D42A7812A55B2AC48F04D8CB669E26773A370,8,0
112,7,I,A,A,3271557383,113,112,113,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717521892983548,1789717522069201060,4972D681C605D5E142EF447BB105E91AD40C55658BB72CE01ED48941690C5F8A,6DDE3120D70C27A95ACCD1F53BA3536476A3D056E599423460332F34F40D6347,C8C9FF0DBE3AA0444B0FAC1B67F7F05B8A98972040372FD2D2D3A21700E90E9D,8,0
113,8,I,B,B,3271557384,114,113,114,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717523190518229,1789717523368977153,C4ACE223AD7C984A480853FE3AD179D0055A02DF2EF41102BDC68F6D39ACC49E,3E115CC1BF79C4FB3B2598A7C4C28A9EF85F661A25F3F30A5F78C50E438984E9,A26553AFE0093E4F185E6B20AAF662CD921F15E0457C7216C29DFD74745790B3,28,0
114,8,I,B,B,3271557384,115,114,115,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717523377381359,1789717523555847939,FB9A6B98FFF8E33C62445E1972DDE78D1EF9E14AF6AAE506688246371D276EC9,29FB06D6688B18BFFF846286C457760EE2D9FFAF0DC5E2679C75852D4EB91421,D0E77122B974784F338F9F5EBD47B273BD9CFD6CC0D0452B5396E09F1B78BE15,28,0
115,8,I,B,B,3271557384,116,115,116,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717523563179226,1789717523741980713,49554F1C083A118A08A78FC14B9E6859A8B61284425783D1476647CFD157E006,F6FAE7EBCF9A2D11793A61ED2ABCDB5FAFE7209A3C2B143D12B8665194A6DA1B,EE60CBB427DEE5311AA6E32681BCA3FB7AC1FA75B2F1E0BBD772B6C8A25CC311,28,0
116,8,I,B,B,3271557384,117,116,117,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717523749753253,1789717523929191253,E68888F791AAD4828CFB8A00B1513EBF9B477328B01BEC4125E892896B2BCB28,F1349C96F8441E9201A5A2AF94D45543711FD5E5C7AF11C96D08E4083FD3CCB7,FE45A02080C9C7B04DE284D7E9727E368322EA8F2567D3F451FB3EF44A49D3A8,28,0
117,8,I,B,B,3271557384,118,117,118,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717523936926054,1789717524115030606,290222D4316617E021F35A14C40A5528585C7C961CAC9EAFE00172077299D80A,70288F0549BBF1A1FAD23F61FC091BBBAC4E919ECC88A0D51D427C2EA4906D5F,2E3C479C65F1A47FF4527616DFB8D77580E25A7B69F704633FFDE3D8C2E35A01,28,0
118,8,I,B,B,3271557384,119,118,119,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717524122381219,1789717524301007531,381714CF8FF811396B9FDC36BC0ADA2EC3AD50B193706271E598387EBF80EDB1,A4C70002BDD7B2F7AF858BC73CF0E4C6906EEDFC540CF116502BD33F77C12652,4B256064EDA9D48EAC537B89C3B198EDEAFFBA89C4CB6D7A39A12F8B763911E2,28,0
119,8,I,B,B,3271557384,120,119,120,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717524308355739,1789717524487216446,85047F76F5EC6F67DBA36A75D85102BAC4CA41C76D171581892630DCE128770D,44A7EB9982BE4F27C755D2B07C3074FE27EA30D12820641654639F228C30BF91,B11B5078AFF4A51BB087ABB5E1CD5E256D38E5A8E7C3FA1FEBD8A69240C5829E,28,0
120,8,I,B,B,3271557384,121,120,121,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717524493175583,1789717524671847092,9D07ECC2668DD51244D015DFF3A08EAA1AC92806B8DE82ACB3C1BCFC998029E9,67F6B3F68F1E26FA16CFDD13BE735B5FC4C722648808034A73CAA7CDDDB5617A,6CCA2FB57AE52BC84EF8B3F5EF20BD42CE452CA38F4E39FE976FB809D218510B,28,0
121,8,I,B,B,3271557384,122,121,122,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717524679032240,1789717524857232630,4AEA4572281AE0116C2332B2F75EB33A840C33E4FC678DBC3C2589CB6A67A228,9D25A997CA71FE892F2FF10AEA87A1FEA0EEEE5EDAAE054EFC9B9EB72DBA62D8,F5B093CD77AB1C693CB1996BEA69BB34481FE79D973AAAA0A44A825A5C559AE2,28,0
