ab_index,block_index,replica,mode_planned,mode_effective,block_id,scan_attempt_id,generation_before,generation_after,complete,first_entry_read_opportunities,regaddr_nack_events,other_recovered_causes,retried_entries,bank_restore,entry_count,group_count,transaction_count,fpga_ticks,fpga_duration_ms,host_start_ns,host_collected_ns,raw_sha256,legacy_raw_sha256,telemetry_raw_sha256,w3a_status,rejected_write_count
122,8,I,B,B,3271557384,123,122,123,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717524865178520,1789717525043841412,FDC2543C87385A9C24AA01F632D48DC3E7FBA5B00E473BA1C76B24CFF8FCF867,81C35EC221BDD9EE074DAB7206E8E2EBF1EB1F3DD9DA96909051DA6A6D3E6735,E514FFAE7F976D8FE00805DEC9E3E646FC4B1F8617528E8193C01FAD0197275A,28,0
123,8,I,B,B,3271557384,124,123,124,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717525051027551,1789717525229940512,0C21411C9C18F9D806B83346BF84179A5D65AEEEB058C7D1489C8F51721C2A56,5D9AE2A08E139622B3595EF729CE5DB3CEE5E2C8361177ABCCF3F26C4915F8A5,6EC3D953284E15760DBBEC73D7E7DAF3C1DD28B6ABD1AC07FAD97E44D076C469,28,0
124,8,I,B,B,3271557384,125,124,125,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717525237426524,1789717525414812762,4EB28B327D3CD7765A6AFD1D6C503CAF627ACFE41772ED1B390C81943E945EC6,8F98826A90C7C82EC3EC1FE040191C88093F99580E0B581A0615BE49761F70D5,AFD8CD1628C58A96561ED21F375B4B0C6A759ABD84372128DFC45C235F8BAA8B,28,0
125,8,I,B,B,3271557384,126,125,126,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717525421983043,1789717525600826887,ED673CC53AE92A430A98941F6D86667DD0564FE09447351629B7899F8CC65994,805CB23A0A8A8B78F2A77D71961D48B5B874F61F523F4F5901E8F3D5948EAC0D,26601DCC88CD1A3EBF98610292D95A64F124C41988F1282045C6172A86B4D770,28,0
126,8,I,B,B,3271557384,127,126,127,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717525608724749,1789717525786800227,BD23B9D9629EF3C63A6CD94ED8FE2045F112636FB83656D7D7F8882A6CC1B7E4,A1AABFF48F77AFF8A80B9F4AE372D8DC63880A78EDB84891FC7D6D5390A0BACA,9CEA2054163858F2FF8B039781669B705BB5425EDF60141DA289737797D2C565,28,0
127,8,I,B,B,3271557384,128,127,128,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717525794272013,1789717525971460266,323D48A29A8FD463FBCFDC00D2411BFA887FA0C9B10F2A81BEA31D26B011BADB,8D7AB2FE714B8B2382368D33C81CA373B26C6382A0D1095FFBE501CB5DAE29FD,B1A0BD9D8166E4319F00E7A752D48312937754A1F1FE30B6AFDC14355D355E79,28,0
128,8,I,B,B,3271557384,129,128,129,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717525978798025,1789717526157473509,E143F3CDAF56C3D6BBECB1A8ED373A93563CC40D7F137E10C27C60330059C507,7F591DED2108ACF83FB6998C125F03913402C36EA4F6696BAEC741C0004D4AA0,7586C9FA5BBFF2E4F588EBFE161FD781721F580D09782FB2AB411805F2C75A31,28,0
129,9,II,A,A,3271557385,130,129,130,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717527219841369,1789717527396171168,15ACCDBD47EFEEFDF6C88B5C249C3ACF759F598DDE20F139939447E8D1F75E81,5873464B73787D17526536DCCC44211D4841AF45080F227893B7D2CFC46167BD,AD52537F643E43C18AB9CE309E42631C118D75B22926CC8B984A868208FA4A46,8,0
130,9,II,A,A,3271557385,131,130,131,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717527407049986,1789717527582702596,9E07A75DD56A180E20071CC2688AC6B5D69D27B9577E317724C06BFF8F6B5161,9C3005D0A79630DA9432EE900B68B0A872B46E2039A5A05D967FF8C8F9E9C35A,A9A177D7A98DA0C504A1FF6D3A2C860C4BF47F6508ACE633CADECCB2BDC1F9E8,8,0
131,9,II,A,A,3271557385,132,131,132,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717527590573208,1789717527767019150,90DB724EC7BDBE6C4644B4D3F7243E65F54AC45A8FF31879ACF918DED44E4165,779078DCD3602DD37D20EBE539C00FC34671E51CD1A31D3BADFC24E3ACE70938,388C88EDC7068ABEE189E422EE44E19B6D684BB63DC44DA68F675DD5757FC5A5,8,0
132,9,II,A,A,3271557385,133,132,133,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717527773790825,1789717527947789307,2C41422E2C19F91560900CD17ADAA36ACE5213332F730A50564A090CA1B06F13,7E0227532118EAC2408B697BCFDF61387D67F02F2A164FE92FE7DDDA40B718A1,F03D66F3BCCDAF3A949883A2D6D0E06129C4E2F0745CAFDC2F089889745D77BC,8,0
133,9,II,A,A,3271557385,134,133,134,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717527955022513,1789717528129267628,B18D2849D3CDDA1F868165445E84E5810FAA11ED8E9BB0CBA5737903062DFEA4,EB5D7EC4212E32C06ABA1CBDE32940F1272F613DA03BE207B7D28E0A37FFFDC7,2A5C41A146AFBBB9154DD556FA60799854EB284D8054DCF1CA0D6D10DB1BD494,8,0
134,9,II,A,A,3271557385,135,134,135,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717528136970651,1789717528312601541,039054DAAEE710886557EBA02AA6ADE1DB4CD202830D88933D3F415FF409216E,FEF34F9788E2ED4776453A105B1B78D92A995758FED2E64AF9AF32CE4377167F,BA8F8CE7A653322F5FA4C70656470122AF31BB46B6B5DD0CF16EACE5143A7C12,8,0
135,9,II,A,A,3271557385,136,135,136,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717528319995734,1789717528494062211,20D56B55C826A217DCB9667B1D4115603F2D77365DAC9674E17202186E1FBDAF,C235E7A04432D8FDA6FA7E9AEACFB9AAEFD89EABC2699B201BE77E4C52047200,F7FA0263947F8A545F6B0003021ED70C267348DCEAD8DBEA3A8AA33176E5F525,8,0
136,9,II,A,A,3271557385,137,136,137,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717528501611230,1789717528677660203,C56495E4D51822EF586A630F2CE916C6DC7F8CB28BE2812AF14E1BF0D5795AB4,11F2CC14A7ACB9CF8B67D33FAE0D6282738B613D20D80408493E59F4785E309F,ABBC494489EA8CDFB625D73BB29A57DFDD262EA96FACCEE22CF7F594AD821DFD,8,0
137,9,II,A,A,3271557385,138,137,138,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717528685124405,1789717528859794503,509590E8B27D8331A2C0A21B1AB615F0B90B73C78456BC6DE95A92DA91C7670A,77B02F15CCBC70B78FF841F5A8E6CD4E6D340C3D4660A65C0C2FCA42BB52E2D1,61034A92AC10D928E7A7404806B64BE7E9F2A6A334A8A0D6FC100F7E6998316D,8,0
138,9,II,A,A,3271557385,139,138,139,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717528867026998,1789717529041604998,6E1EEBD3EC21C85F82CF72FE10A549AAC4DDF0EE26AAE8E739A188A9578C1B26,7A2C92638A1A9C2149DBF52FCC4DE3613AD7A79CD95E3B512B2893457F8815E2,2A96234A962E36F9135C2C169680F49D2ED86F203EEA5CE43259749660CAE84A,8,0
139,9,II,A,A,3271557385,140,139,140,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717529048805734,1789717529224585158,62AB43D78A402DBA3508EA87792D0E59988E3E21E04EBD05AC80BB0120687F28,E72208EB221D4E38D994236483BDF7EDF7962DB1920B94D7E1E537B15065DCE7,1B026AA6B64C2E37D97F853905219EC9E04B0A04C8506EA9B5C8DC9D3AB31E48,8,0
140,9,II,A,A,3271557385,141,140,141,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717529232015128,1789717529407643684,05210EA72483537307753C1C8164E9B6BB38A2BF5CA940AF23491FBF4DC8F5D7,053682135334C614FA989040FE4FCE74B8A864B0E0A1A49793A65D1330C07135,B19710C41FCD79FFD84AF91B241D7DE6FDFE5C8899DF5AD1720541BD9C4E0224,8,0
141,9,II,A,A,3271557385,142,141,142,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717529415019353,1789717529590856796,4045E780D9516A6C34A35287428E85DE7A0AC8F99B6F191EB53EF1F3042B4EA8,FCE7AB9FBAFDCCFEDA7CBE6F84C22FDC14BF496A15FE4327E37226B18E52757C,10726F574AED3F16F904A1497C492410C272BDDDB71B5CAE34D3176B327F2A05,8,0
142,9,II,A,A,3271557385,143,142,143,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717529598588522,1789717529774784843,1DC1954ADB28563E7B9216EF5F9DC53B399E492181FF46BD8E830AC9AFB19F1C,D8D563C434908ACE9197F8766B5CBECC2961594775E64F32EA932DD8B572E882,9363C5A1E977B9D8EC0E878085DFDB9E1B06F601CDA35322D027F032CE1EE091,8,0
143,9,II,A,A,3271557385,144,143,144,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717529782073602,1789717529957747694,4C5B8BB38D43FA0E8B3A576768497ECAA2C08A3D5F439524967A9CFFF3B20D4A,EDA1FD9004EF762AB3D440023F050CB4F06BC6ABBA61D656EF48E47B3CEF9254,C44E1CC4AFB2AE2F6FE4C9F2B35FC41B756DB7036B3E94DE2433E76232C831C0,8,0
144,9,II,A,A,3271557385,145,144,145,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717529965171712,1789717530140430197,D16CD33C5D66DB73C894DB5A0CCF0A92D5E9338BFFACBBFEF789CD25646BBA5E,3709E5F60DD18B1029C6B6A725A7E98446EE331FDBE5B4AB037034D0813FB3A2,3D50F8A580BE4194046C14CDD69FAAAA9C7B7AA026541D2491E145A451D66A9A,8,0
145,10,II,B,B,3271557386,146,145,146,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717531252217735,1789717531431370629,E81B815616A51D5BDC20FFCEB702AC253663BA41895457848CEB398FCFBF336A,E936CAED3FCFDBFC65673E9409B972726C3A5316928666A2C61AEEB06D5F01BD,5A77B8D96DCD354DCF3A6667A0933BD92B1B580CCA35A73DB1C40307E2474FCF,28,0
146,10,II,B,B,3271557386,147,146,147,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717531442084583,1789717531619750166,0AD2FB37AF9C8F5870ABC4CBCD5A1686B13434B6FE6B07BF9391216679E3ABE4,E726DBBB278A971E8E97A62F0597E022E8B709F3CF26665C22818942EF85ED82,2E9B80F1F9C38EF6EEE93F96E0C0198057EF2929FCB1248752274A26C262896C,28,0
147,10,II,B,B,3271557386,148,147,148,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717531627065534,1789717531805978465,C2E1F68AC4095F7469EE4FF22DC7A68AF2F0CE07742A97200D86E529BD61D4A3,C5A019ABD7885604B2D80C4139AA3FDBC43C125A844D139B5AB30E6B37FBC315,402918C5FF444E8137196728D4F975AEF57803331990223FEBEAB3A2A30A4BF5,28,0
148,10,II,B,B,3271557386,149,148,149,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717531813709930,1789717531993167125,0F01D46BC42BB74422DF205136DFEB562444A9A5FC5AD5C587156721184135C0,2B6A503C24FCDE7E24EFA8A54168CD9B31A253E01A014D596C42CB73A7F13C32,C0633383245840CDBC42B346A4D83886D2D1F2F7BDE7582C5C5497366F2726E0,28,0
149,10,II,B,B,3271557386,150,149,150,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717532000921883,1789717532178940285,D90660CE05EFEA07CDC3D14E480533585641EF8A1D4B2D90D008A6EF45ADE799,45E6B36EA6B2B30F6BCEB08739F798B87AC40500BB402CC2BD7D5390575A52AF,B20E1B84E2B5E87A1559CA183E6D39089E7E2647B4682AE1A58B5AA07DD5D434,28,0
150,10,II,B,B,3271557386,151,150,151,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717532186558912,1789717532364046665,C9659D2736DE93B58393127D1D37C88DC3103D14B20B7C711A7C2AAC2643CC8C,C2A3C1C1CC80FC8DB16656D54D38540BF87E5DB7A7B3572906F0E8ADE5923D20,29298EE1DA39125210885758D7C16A10ABFFFAB24378D1A8481F68F26163497C,28,0
151,10,II,B,B,3271557386,152,151,152,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717532372580099,1789717532550919364,AAEC3F99E5B39BEAFE65AD2198F822D3DD9544E0179C011A02D7D18E253A98DF,440CE80E9F1E5B89FA771728DDFAD884DE1C9855A291A52CAD22C9248EC8CBE6,AFF8A9DBFE9642968B42086C4B092D9C0AFCC2BDB07829323863F3DAD609A9BB,28,0
152,10,II,B,B,3271557386,153,152,153,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717532558550264,1789717532736478470,182BDBAA88F89F8E289F8F5F7BD20C9A316D7455ADCBCF36932E82FE24CBAE7D,53EF3237BB4B01D13D16A0104712F962045BBAB202D18102773AFC19D7497848,B02482F1278FC84591DC2FF173F9A1E848A0D217BC3D30B72192F250779ECAA5,28,0
153,10,II,B,B,3271557386,154,153,154,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717532743957861,1789717532922829768,C776D8F3C166030052F4D6E9B6290F218601A0AF2B6164264130ACB523C16A78,2D78987C7670C7040B292216D457BB7A0B58D818E007548515B4E129C4D4FB3A,6146A4957DB46A1788397ED4323BB8263DBC32A1E449E9BE538AA03119177711,28,0
154,10,II,B,B,3271557386,155,154,155,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717532930551646,1789717533109328697,277BC25E878EA89FD24A5DAAAD752E3F0874A2B3D8848C9E60DF753178F03D35,56B8097A8DA72E25A6315CBE4E0DA07F3074AF46D430ECB3EBF9D1CC7F05C208,635A14C56C673643A24374A950BDC12CE63C9C35E567675DDEEEE047444F0688,28,0
155,10,II,B,B,3271557386,156,155,156,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717533116566722,1789717533294302083,613B1D9FD1B5E43414B2B9EBE7E1EFB75A011B6D6955A2050D9825B0174298FF,93C6E5AA10CDA3C748B3DE49FF645CB51325144125E192C74029AB262519D502,339E8C3F695A50BCB46BEC899DCC8B4561729DD516EDA2AAFC62652EB4D95A98,28,0
156,10,II,B,B,3271557386,157,156,157,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717533301867722,1789717533481129377,B61FDE991933F6AFE4381CBBCA20D5BBDCFF746BB8A99A41A025D01DD7ACB9DA,3E9F47986C0B5A7301561A6FE8B7869E7E6E7C36222E855F11E5F1F241553296,5B96C7298EA98832ECE2EAF9B4314C64A3DB360D844AB472EE21ADF3169BB65F,28,0
157,10,II,B,B,3271557386,158,157,158,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717533488644844,1789717533667131760,833E60AAC83F490F57A28A500D479A6EF03D41B02409F5A6E8448F1A6B9FEB92,A3DC66EF16D58C01053B2261F46B2D4E4922B10CC7C793692E7825167BB2CE36,FEEC9F6DDF8455638B51384CB67A946CA1E401A324A82EB98483F903F1EA39C2,28,0
158,10,II,B,B,3271557386,159,158,159,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717533674685156,1789717533852575022,7A189E2DE22E19040C2833F699C6B9263908DF2308EA581484DB839C55FB3797,A2DCB7A9E5787302F9DCBEA8E5DEEA422E2FBD08DC5D209C6B245C7354F0FA20,DBE4555E1752ECF9C701EA5A172F13B00AAC5DF51D80CC9BFDDC1ACF6D133AC1,28,0
159,10,II,B,B,3271557386,160,159,160,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717533860559233,1789717534040330828,72A286A9B9C925985A345886224C4537634C0CF16D90B8DB87009206DE01F4FD,5FBF9083FBEA9CBBCC7E1A4DE77B281B1024E703AED57A8CF1BECBA605BCD571,0F75A9AF8D2B6F90067E92653D90EC23A1C391E52F118C910CD004EF2DDD3B22,28,0
160,10,II,B,B,3271557386,161,160,161,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717534048011118,1789717534226320898,4C5E4A3F8AB40EB5B81FB6AEF676466936714A15B0B5182F8668D8889506AF16,77AD1CDA1C01E1B33BCBFD20073D64B6A31351EE5C8D889FC396C49B675B65CA,9CA902CC62ECBDCEF7E587A0C53F239704CBF025DD1FE7EB7C5D565B97174A63,28,0
161,11,II,B,B,3271557387,162,161,162,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717535295151864,1789717535474472339,75DA466E1D45613594A77C70DC35D1E644E3B31032CC7832E8A5D4C17FCE65C5,ADCD40436478003F9EE7B7EA00E7DA3838029A788E1808A2DEAC65E7055CC93F,39A6F756972B6876C9EFE8207DD745EE39D8E09477B6561EEF31DFA555459F2F,28,0
162,11,II,B,B,3271557387,163,162,163,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717535485653193,1789717535663921248,5207CDEEEB2FF8B63586004A4C2E31051EB58F8EB412530C24F8563F4DE0934A,31C27DC58F90F6384DE8E9E790254A7D5C6BB64D7A81795AF5B158A09EB5FB8D,F4E2AB6A08332BFE8E251325CEE7C7C21427D0BF2CDAF801521A9D5BD59C5903,28,0
163,11,II,B,B,3271557387,164,163,164,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717535671418692,1789717535848828603,CF056DBD121B1AE550BE1D9574A1D53E7D12977CC98CE09C8A8E18D0E93BAFAC,0D9E37E61CE2330EED5C6219D3971DDE24B474121642A3636005619B47B5FB2C,052D10E7506D8387B42E6A73835A74AB9A500F66A871D3F2CAF01FD112C0E64D,28,0
164,11,II,B,B,3271557387,165,164,165,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717535856639624,1789717536034422084,A3257231D3972457694976D79585BF9DD5E7742220EE13ECB8CF426C70F3F78E,8C422B522E62CB297CD8A420EB87E16169EA0615B353B88B4D3959E168127776,634134AA0AC1A07297B031A496CE3A0FA361E2DA2B78E3D117744F9E26EEE925,28,0
165,11,II,B,B,3271557387,166,165,166,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717536042024260,1789717536219506364,13C27FBF97C3166771928F5B97BEBA94D22B4D3F353C2123C97396C1A1A1AB6D,4D9184927EB0CCEFD536ECB3881D54F8D6033B9A4EBC28950368BBF60ACC5C3D,E1BD85269D1691282F717B4237D602E62AFFC02ABCB8C5D60949FB214A32CFCD,28,0
166,11,II,B,B,3271557387,167,166,167,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717536226808638,1789717536404336385,974EB855B231266A5571B7960A5A0AB52B3581FB59444137CB525DAB59B48613,35920E134B62186B4A309CBADF9A846A3EFBC95CC404542048476AD59F7EAFF6,727CE0DDA32B561B1E65367B5CEC83292B9A0CCCB247CD11569F84D4F3715FDC,28,0
167,11,II,B,B,3271557387,168,167,168,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717536411104313,1789717536588810350,EE2291095E6165622C699CCD05D21050AC9B1743C2C1487A8945F5819224FE77,72E6A128F73C806D37F5F3700E641BDA1F34388EE1ADF6D2E0F402AFF0F62205,BB45B6D53C6F64BEF2C1E23E9CAA4AC5E890C55AA40FD7BE43736710F3D96E42,28,0
168,11,II,B,B,3271557387,169,168,169,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717536595971493,1789717536773623601,0B85DD8711D4860EA90C58ACEED813085BE361A386691017F79344FC01554D78,043A44A197E6973B8193B931156E4DE529505CAE45EE90D8FE0CFC5230BA0731,6C95F6E5D5F3FFEC6BC517C0D240511F56DFA1F29C95953D92ADBDEFEB19B03F,28,0
169,11,II,B,B,3271557387,170,169,170,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717536780763666,1789717536960060206,AA0D7B61CAA1E4C8E46BE1AAFCE9771E030AF36CF55145950048835070C73CE3,30B98CB09E787EAC84EE46307F8F6EE56767B090BB0CE290B6EF2F41FBD671B6,771F67181D8D27A5A436EC5464041699EC9ED6D9476187136C8EA31B3BF36A64,28,0
170,11,II,B,B,3271557387,171,170,171,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717536967598856,1789717537147273962,3AD58383A59AD9AAFDEC74E840872532EEC67571D63DC9D16C71EFCC75A12600,18B4EFCBAC8FBC4889C6604BEECFC66B66C27273D45FE8DAE3A12C260D15C5ED,19BA9250B2A3D9BF862F5A44506CF8E74E971D95220B741AA3849FE683DD50B7,28,0
171,11,II,B,B,3271557387,172,171,172,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717537155037947,1789717537332618042,2B95B7E9A40EF7BD67136F0054B567C488AF070931116AD79713BA75BAECA7ED,27C112966BB04A750768DB9CBFAB9F010CF6E623DDF01642563E61B135FC2DCF,77EAC3E2396153A7B07086DB431954016BAC96F90DA4F0614AFA45B3DE0B1756,28,0
172,11,II,B,B,3271557387,173,172,173,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717537339886724,1789717537517645518,3E497F93C6FF4C3C2482C5502EEF3FA807EB3DA5C46AD8371614CC701FFF6FCE,F966C208210E1A774683434EFB3A7276EFC8F39C85191F4A7E35DA6FC0339D5F,417007DF1959B7D9B820BA754D14368F63FA971A6EA2937E72DF7A620B6299F1,28,0
173,11,II,B,B,3271557387,174,173,174,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717537525052094,1789717537702732415,A8E7ABF9560FCC2E14E4CF151D2D90A84BB6D70E712608A811A5F1DC6F1ACBA7,815190AC942440031CA7A4710CE820FB901AD88D9E541ADDDA4BA3E705E8DA07,8ED25EA1C505C47771B752379908074A38F06213C88712F811B40B16B51E21EE,28,0
174,11,II,B,B,3271557387,175,174,175,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717537709769359,1789717537888739447,498B1F5C9AADC30D6687645050586A4B390F0C78EF2781799BB8B17EC453418F,14F20595ECD0CF10A9933B7E29AAB5D7FEB94A822FB50AF7525880DB3F426A40,9FC4C7CD2A5CA50782FB4C9423232CA10CA58297281F901E799B6D70264CB5B5,28,0
175,11,II,B,B,3271557387,176,175,176,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717537896031422,1789717538074726814,CB8C11662FF455E69AC4C2C2ECEBBC20100E861B4154B72BC05E87BF1D840738,ABFFB77339E62F86300768E2702A84039FC089D2F67CC81C9C72506A4E55CFCC,B0F80493919E7D4388B40331BCC4CC10AAD2309053902701F6A0CA344D7D7A72,28,0
176,11,II,B,B,3271557387,177,176,177,1,82,0,0,0,PASS,82,10,105,10705868,171.293888,1789717538082024740,1789717538260734036,D9B3980339869AAAA5F8D7C193EE5AC112DAED4399121125FD4FE306BB93ECCC,743886622063BBA1B2F9F368A69FC3C1EE2AB93C39047BFFEB778A7B9F9B4E56,4E2E1AF498CA3725DB568886F39943C323656FB84C82ABDF9EA0F75CCD8A10FA,28,0
177,12,II,A,A,3271557388,178,177,178,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717539423041331,1789717539598896245,7410DEA1CAFDDA1564FD0E4618F2B7014CDB53CD6488E7D0C2D8EAE844DE0B45,1FA338EF6499DE59EC5E9E1F259D2472DB9FD2F15B016EB09FEEB363666A1ACB,235EEC50B482175D1E62E16DEC9E73F19214986499D19627C3172AA5B6A0AF78,8,0
178,12,II,A,A,3271557388,179,178,179,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717539610039390,1789717539785912657,E7D444FC54858BCA8DAA546794327C57F279D01F46F476F9963F9E66CC0CE7A9,01C0EA6CDB02F5CD8E68112CCA9070C9E2F9C2FF2A4137AC67A716B139233F62,1827C09372312D0FA95C614599D45AF6F1F10A67159BD35DF99492CE7935EB26,8,0
179,12,II,A,A,3271557388,180,179,180,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717539793427583,1789717539968171338,F12AEA110744A67C0C326433B37199E09CC2E675854C98C1F1626E60EF7C02F3,A52D167165E880A9615FA48F22069C2A4C14FDBE9A9A9119B1553E1D605F17D3,B5AD623AF9B42EB2B287F3E2AE70863B1AD722084DFA0C57E6BE073F135ED714,8,0
180,12,II,A,A,3271557388,181,180,181,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717539975456310,1789717540150760650,B2309E6D5600D1B3B81FA42F1AC127C863EA688B76C4BFAE10184476526F3C07,0230C5C66DDA4F56B85C9DC159DA9715B712C83F3E72AD70C3368AE671A875D1,A883E156B88F148F29A502ACF27545009E0D2655D049E65B89458F7AC59D72D2,8,0
181,12,II,A,A,3271557388,182,181,182,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717540158123265,1789717540333677034,604D61185C012F2E1644EE044C025D050842E63653CD990C5035AEA34B8EE23E,304F7D4949FA859D45E776755E98534404B1AF42DACD244F90BBA7B05E580B38,81BCD7FC4A8DBE2443E0F63CD47132731011AF12E3959C851F17F8CD0ED8BCAB,8,0
182,12,II,A,A,3271557388,183,182,183,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717540340885765,1789717540516741170,ABA05A3BC2AA0953C222836C2999B6797BEDC432962AC5D013DEE6963C7563B0,FFC8B33BADF921545FF71210B764B6788199C235BE1CBE1ED842D2A95273257D,ABC0C719BA32B27E15B39E1A3B486BF038A7A3D58863F52DB1A4C4A2450DF41E,8,0
183,12,II,A,A,3271557388,184,183,184,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717540524029578,1789717540700329302,4A7BB5A8187B36345217E681CDDDAFAF325F4842123C37FD740AEAB007528BB2,1254C8663221C979B1EE30D365209C40FDFD3794C31AA6B2A18D0606B0385106,6E6AA2BA44314374E6C17B7D78DB8FBA556B3E6489006F07AB5FED3FAE55DB09,8,0
184,12,II,A,A,3271557388,185,184,185,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717540707714899,1789717540883936238,2A484139E7E02EAA7D5348ACA0E2B8A6E27EE3C9EA8CCB23A7FC060E8D30A9A2,414646CE11A16545AD037CBA07D88524CA4DC789F2C0985F2CC30EBEBEF2CCF0,FB1CAE3565BE15F320CA06230A935082809CF4A7FD97E057E5508624D835646D,8,0
185,12,II,A,A,3271557388,186,185,186,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717540891226409,1789717541067549687,E589AD68FBB01DF399C1B81C22337B526AB82876187D4140E0A57E774BAACA41,46B1CD27BB89ED742D69D0F4ED3C4DCD8455F84FC04966AD7B0DBC8B9F44F0BE,47443F001873E6D65E874161A76CB3B603799C864EC8B67B9E061170C8C77162,8,0
186,12,II,A,A,3271557388,187,186,187,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717541074876206,1789717541249950510,D0F34C032609B9F04BE901B0E952B485BA08BCA6138B8800A90993C1CEC4C563,AA1EA9CDB0F858391A61ED1126B3A5C30FF5551E63C10972E8ADFDB8236E7A71,A6AAAC43C2FCACD185E32BE95EFDD96F025309A69A5BB4A2EDCEB80541B8ABE6,8,0
187,12,II,A,A,3271557388,188,187,188,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717541257103498,1789717541432369035,253AA2540FA930F5D9B3D4FED2C59AB402E5648041F275217E97BD8440215A0C,7A71A89BBCA6EB587AD221DFE15ACE054E41821D43E5EDC6C1DE032290158964,15527A4FB1648BDBE326FE8703A3A776AADEFCA9BC062CC000EE45CBEDF78207,8,0
188,12,II,A,A,3271557388,189,188,189,1,82,0,0,0,PASS,82,10,105,10499618,167.993888,1789717541439680596,1789717541614733492,C2DF87EA190CCACEEB03DD856FC78B71AD831CA547439769053B919DA217A1C4,FF428DBBE636DEEABE8E5C573EF2CAB7FC4EFFDCDCC01BD39AC5156796A89219,0B21F307353245B58F526E685F138932FBDBCAC8E328E78E2FF2A9356E331E03,8,0
