path,sha256,name,vermagic,role
/lib/modules/7.0.0-29-generic/kernel/drivers/dma/xilinx/xdma.ko.zst,523ED1F77A4700773EF1DF846A54592D7396774826ACABBCB222E104CC5A9490,xdma,7.0.0-29-generic,wrong_in_tree_platform_driver
/home/vcdeagent1/FPGA_AHD_HOST/dma_ip_drivers/XDMA/linux-kernel/xdma/xdma.ko,1AEF06244DF308FEE544A2662B73855C81BEB88BC929E7885D8D113E474B320A,xdma,7.0.0-29-generic SMP preempt mod_unload modversions,pinned_pcie_driver

