snapshot,raw_f0,f2,f3,discriminator,detected_format,status,note
NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,ACQ1_COMPAT0_R2_BUILD_PROFILE_COUNTER_PREFIX_COLLISION
