level,companion_readback,level_readback,entry_bank_restore,status,note
NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,ACQ1_COMPAT0_R2_BUILD_PROFILE_COUNTER_PREFIX_COLLISION
